"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits"
"TX2410065","MAXIM PRODUCTION SUBDIVISION","Region 6","Texas","Community water system","50","-","Wharton","8","7","3"
"TX1260031","OAKRIDGE SQUARE MOBILE HOME PARK","Region 6","Texas","Community water system","176","-","Johnson","9","18","8"
"TX2270333","TRAVIS COUNTY MUD 10","Region 6","Texas","Community water system","453","-","Travis","15","45","12"
"TX1013034","NORTHWEST HARRIS COUNTY MUD 32","Region 6","Texas","Community water system","3,909","-","Harris","20","0","6"
"TX1840134","TREETOP ESTATES","Region 6","Texas","Community water system","102","-","Parker","9","41","8"
"TX1011008","NORTHWEST HARRIS COUNTY MUD 6","Region 6","Texas","Community water system","2,196","-","Harris","14","0","7"
"TX2200096","CITY OF KELLER","Region 6","Texas","Community water system","44,620","-","Tarrant","55","3","9"
"TX1013191","HUNTER PLACE","Region 6","Texas","Community water system","600","-","Harris","11","2","6"
"TX2340021","CORINTH WSC","Region 6","Texas","Community water system","1,017","-","Van Zandt","34","6","6"
"TX2140028","EL SAUZ WSC","Region 6","Texas","Community water system","1,935","-","Starr","19","25","10"
"TX0200230","CITY OF OYSTER CREEK","Region 6","Texas","Community water system","1,971","-","Brazoria","13","11","6"
"TX0010021","LONE PINE WSC","Region 6","Texas","Community water system","966","-","Anderson","16","1","9"
"TX0010026","PLEASANT SPRINGS WSC","Region 6","Texas","Community water system","951","-","Anderson","18","6","8"
"TX1010113","HARRIS COUNTY WCID 84","Region 6","Texas","Community water system","3,606","-","Harris","15","0","7"
"TX1020028","HOLIDAY SPRINGS MOBILE HOME PARK","Region 6","Texas","Community water system","123","-","Harrison","15","13","7"
"TX1820001","CITY OF MINERAL WELLS","Region 6","Texas","Community water system","14,826","-","Palo Pinto","27","6","15"
"TX1700756","AUTUMN ACRES WATER SYSTEM","Region 6","Texas","Community water system","129","-","Montgomery","6","4","3"
"TX1700719","LAKE CREEK FALLS","Region 6","Texas","Community water system","123","-","Montgomery","9","8","6"
"TX1700695","OAK TREE SUBDIVISION","Region 6","Texas","Community water system","243","-","Montgomery","19","23","4"
"TX1700629","WESTERN HILLS CRYSTAL SPRINGS WATER","Region 6","Texas","Community water system","309","-","Montgomery","9","13","9"
"TX1700626","THE OAKS","Region 6","Texas","Community water system","48","-","Montgomery","6","6","6"
"TX1700622","CRYSTAL SPRINGS WATER COMPANY CHASEWOOD","Region 6","Texas","Community water system","213","-","Montgomery","9","13","7"
"TX1700613","WHITE OAK HILLS","Region 6","Texas","Community water system","270","-","Montgomery","10","13","7"
"TX1700612","TIMBERLAND ESTATES","Region 6","Texas","Community water system","1,983","-","Montgomery","22","2","8"
"TX1700580","1485 LIMITED CRYSTAL SPRINGS WATER CO","Region 6","Texas","Community water system","48","-","Montgomery","9","4","8"
"TX1700466","WINCHESTER PLACE","Region 6","Texas","Community water system","84","-","Montgomery","8","1","8"
"TX1700435","COUNTRY WEST","Region 6","Texas","Community water system","867","-","Montgomery","19","3","10"
"TX1700434","CHAPARRAL PLACE WATER SYSTEM","Region 6","Texas","Community water system","114","-","Montgomery","9","4","7"
"TX1700433","TOWER GLEN ESTATES","Region 6","Texas","Community water system","246","-","Montgomery","9","4","8"
"TX1700432","OAK CREEK II","Region 6","Texas","Community water system","126","-","Montgomery","10","3","8"
"TX1700322","DEER GLEN WATER SYSTEM","Region 6","Texas","Community water system","1,764","-","Montgomery","39","4","8"
"TX1700290","BENNETT WOODS","Region 6","Texas","Community water system","429","-","Montgomery","17","1","8"
"TX1700289","TOWER WOODS","Region 6","Texas","Community water system","135","-","Montgomery","7","3","8"
"TX1700198","LIVE OAK ESTATES","Region 6","Texas","Community water system","384","-","Montgomery","15","3","8"
"TX1700184","LAKE LOUISE SUBDIVISION","Region 6","Texas","Community water system","234","-","Montgomery","10","4","7"
"TX1700147","AFTON PARK WATER SYSTEM","Region 6","Texas","Community water system","81","-","Montgomery","12","11","8"
"TX1700075","WOODRIDGE ESTATES WATER SYSTEM","Region 6","Texas","Community water system","69","-","Montgomery","7","5","7"
"TX1700066","WHISPERING PINES","Region 6","Texas","Community water system","309","-","Montgomery","15","1","9"
"TX0790440","FORT BEND COUNTY FWSD 2","Region 6","Texas","Community water system","2,109","-","Fort Bend","13","17","4"
"TX1013213","HARRIS COUNTY MUD 383","Region 6","Texas","Community water system","4,062","-","Harris","27","9","6"
"TX1770001","CITY OF ROSCOE","Region 6","Texas","Community water system","1,338","-","Nolan","21","113","6"
"TX1013265","HARRIS COUNTY MUD 389","Region 6","Texas","Community water system","2,562","-","Harris","14","10","5"
"TX1550132","HOG CREEK WSC","Region 6","Texas","Community water system","297","-","McLennan","24","33","6"
"TX1011991","GRANT ROAD PUD","Region 6","Texas","Community water system","2,469","-","Harris","22","2","7"
"TX1610030","RIVER BEND WATER SERVICES","Region 6","Texas","Community water system","150","-","Matagorda","9","53","6"
"TX0200419","PINE COLONY MOBILE HOME PARK","Region 6","Texas","Community water system","552","-","Brazoria","9","64","6"
"TX2270008","CREEDMOOR MAHA WSC","Region 6","Texas","Community water system","7,401","-","Travis","52","20","8"
"TX1080005","CITY OF ELSA","Region 6","Texas","Community water system","6,000","-","Hidalgo","13","86","19"
"TX2270382","KELLY LANE WCID 1","Region 6","Texas","Community water system","1,773","-","Travis","5","5","4"
"TX2340064","SHADY ACRES","Region 6","Texas","Community water system","57","-","Van Zandt","9","19","6"
"TX1010883","BISSONNET MUD","Region 6","Texas","Community water system","8,133","-","Harris","26","1","10"
"TX0040017","COPANO HEIGHTS WATER","Region 6","Texas","Community water system","231","-","Aransas","5","2","8"
"TX2380028","SOUTHWEST SANDHILLS WSC","Region 6","Texas","Community water system","2,427","-","Ward","10","1","10"
"TX0920016","LIBERTY CITY WSC","Region 6","Texas","Community water system","5,301","-","Gregg","46","5","8"
"TX1230001","CITY OF BEAUMONT WATER UTILITY DEPT","Region 6","Texas","Community water system","118,129","-","Jefferson","37","2","12"
"TX1270003","CITY OF STAMFORD","Region 6","Texas","Community water system","3,124","-","Jones","13","70","12"
"TX1011833","CASTLEWOOD MUD","Region 6","Texas","Community water system","2,457","-","Harris","14","0","7"
"TX0840021","GALVESTON COUNTY MUD 12","Region 6","Texas","Community water system","2,900","-","Galveston","14","7","8"
"TX1240001","JIM HOGG COUNTY WCID 2","Region 6","Texas","Community water system","5,526","-","Jim Hogg","29","104","11"
"TX1700225","CONROE BAY WATER SEWER SUPPLY","Region 6","Texas","Community water system","297","-","Montgomery","10","3","6"
"TX1630030","EAST MEDINA COUNTY SUD UNIT 3","Region 6","Texas","Community water system","1,401","-","Medina","7","2","8"
"TX1630020","EAST MEDINA COUNTY SUD UNIT 2","Region 6","Texas","Community water system","1,956","-","Medina","13","1","8"
"TX1630010","EAST MEDINA COUNTY SUD UNIT 1","Region 6","Texas","Community water system","5,133","-","Medina","10","0","8"
"TX0200488","TWIN LAKES CLUB","Region 6","Texas","Community water system","45","-","Brazoria","7","26","7"
"TX1010795","FAIRWAY MOBILE HOME VILLAGE","Region 6","Texas","Community water system","60","-","Harris","8","36","9"
"TX1740020","WODEN WSC","Region 6","Texas","Community water system","2,223","-","Nacogdoches","54","18","8"
"TX1790002","FARNSWORTH WSC","Region 6","Texas","Community water system","100","-","Ochiltree","11","0","9"
"TX1011995","BAYOU FOREST VILLAGE MOBILE HOME PARK","Region 6","Texas","Community water system","195","-","Harris","11","3","6"
"TX1220002","CITY OF VALENTINE","Region 6","Texas","Community water system","200","-","Jeff Davis","6","23","10"
"TX1010539","HARRIS COUNTY MUD 1","Region 6","Texas","Community water system","9,822","-","Harris","28","1","8"
"TX0180033","CEDAR SHORES WATER CORPORATION","Region 6","Texas","Community water system","187","-","Bosque","9","2","7"
"TX1013054","HARRIS COUNTY MUD 222","Region 6","Texas","Community water system","5,934","-","Harris","14","0","7"
"TX2120105","EMERALD BAY MUD","Region 6","Texas","Community water system","1,731","-","Smith","15","2","4"
"TX0610060","WOODHAVEN MOBILE HOME COMMUNITY","Region 6","Texas","Community water system","570","-","Denton","17","12","8"
"TX0610200","MUSTANG SUD COUNTRYVIEW ESTATES","Region 6","Texas","Community water system","48","-","Denton","9","4","9"
"TX1700588","HAVENSHIRE WATER SYSTEM","Region 6","Texas","Community water system","63","-","Montgomery","10","17","6"
"TX1010387","MEADOWHILL REGIONAL MUD","Region 6","Texas","Community water system","7,473","-","Harris","41","10","9"
"TX1140002","CITY OF COAHOMA","Region 6","Texas","Community water system","3,700","-","Howard","9","57","11"
"TX2270325","TRAVIS COUNTY MUD 4","Region 6","Texas","Community water system","237","-","Travis","26","2","12"
"TX0730013","CEGO DURANGO WSC","Region 6","Texas","Community water system","1,780","-","Falls","19","5","7"
"TX1010639","CANAL TERRACE SUBDIVISION","Region 6","Texas","Community water system","480","-","Harris","14","28","8"
"TX1010514","LORI HEIGHTS MOBILE HOME SUBDIVISION","Region 6","Texas","Community water system","111","-","Harris","9","24","6"
"TX1010085","APACHELAND MOBILE HOME SUBDIVISION","Region 6","Texas","Community water system","177","-","Harris","9","25","7"
"TX1011613","BARKER CYPRESS MUD","Region 6","Texas","Community water system","7,170","-","Harris","32","8","6"
"TX1710003","CITY OF CACTUS","Region 6","Texas","Community water system","3,650","-","Moore","39","13","11"
"TX0500015","CITY OF EVANT","Region 6","Texas","Community water system","426","-","Coryell","22","27","5"
"TX1810060","COUNTRY SQUIRE WATER & SEWER","Region 6","Texas","Community water system","609","-","Orange","12","13","9"
"TX1810015","LONGFORD PLACE WATER SYSTEM","Region 6","Texas","Community water system","254","-","Orange","13","32","8"
"TX1630041","OLD HWY 90 - N RIDGE WATER SERVICE","Region 6","Texas","Community water system","183","-","Medina","12","43","6"
"TX1630035","OLD HWY 90 WATER SERVICE","Region 6","Texas","Community water system","885","-","Medina","13","10","7"
"TX0790429","FORT BEND COUNTY MUD 142","Region 6","Texas","Community water system","8,184","-","Fort Bend","24","2","4"
"TX1012419","HARRIS COUNTY MUD 208","Region 6","Texas","Community water system","3,642","-","Harris","16","3","7"
"TX1580001","CITY OF JEFFERSON","Region 6","Texas","Community water system","2,106","-","Marion","18","6","7"
"TX2270009","GARFIELD WSC","Region 6","Texas","Community water system","2,112","-","Travis","26","17","12"
"TX0150545","SAWS MOUNTAIN LAUREL","Region 6","Texas","Community water system","135","-","Bexar","11","1","5"
"TX0150497","SAWS TEXAS RESEARCH PARK","Region 6","Texas","Community water system","9,045","-","Bexar","30","3","8"
"TX0150084","SAWS NORTHEAST","Region 6","Texas","Community water system","50,772","-","Bexar","33","3","9"
"TX0150052","SAWS GERONIMO FOREST WATER SYSTEM","Region 6","Texas","Community water system","486","-","Bexar","11","9","7"
"TX0150045","SAWS CASTLE HILLS","Region 6","Texas","Community water system","7,440","-","Bexar","24","2","7"
"TX0150018","SAN ANTONIO WATER SYSTEM","Region 6","Texas","Community water system","1,663,221","-","Bexar","863","241","8"
"TX1630039","SAWS WEST VIEW SUBDIVISION","Region 6","Texas","Community water system","651","-","Medina","12","0","8"
"TX0790533","FORT BEND COUNTY MUD 134C","Region 6","Texas","Community water system","4,740","-","Fort Bend","4","3","2"
"TX1330170","TRIPLE T RV RESORT","Region 6","Texas","Community water system","204","-","Kerr","10","3","2"
"TX0430030","CULLEOKA WSC","Region 6","Texas","Community water system","6,717","-","Collin","13","2","9"
"TX1700060","POINT AQUARIUS MUD","Region 6","Texas","Community water system","2,877","-","Montgomery","18","1","8"
"TX1080213","CITY OF LA JOYA","Region 6","Texas","Community water system","3,033","-","Hidalgo","14","33","14"
"TX1290027","OAK GROVE TEXAS WSC","Region 6","Texas","Community water system","927","-","Kaufman","6","19","10"
"TX2410009","H & L NEW GULF","Region 6","Texas","Community water system","90","-","Wharton","12","15","8"
"TX0860006","WHISPERING OAKS WATER WORKS","Region 6","Texas","Community water system","189","-","Gillespie","9","11","8"
"TX1012133","HARRIS COUNTY MUD 153","Region 6","Texas","Community water system","8,013","-","Harris","20","1","6"
"TX1012090","TRINITY SPRING OAKS MOBILE HOME PARK","Region 6","Texas","Community water system","405","-","Harris","11","9","7"
"TX1010566","TRINITY AT WINDFERN MOBILE HOME PARK","Region 6","Texas","Community water system","240","-","Harris","7","24","6"
"TX1010339","TRINITY ROYAL COACH TRAILS MOBILE HOME","Region 6","Texas","Community water system","147","-","Harris","14","23","7"
"TX2370008","LAKESIDE ESTATES SUBDIVISION","Region 6","Texas","Community water system","237","-","Waller","8","39","7"
"TX0190084","WOODLAND ESTATES","Region 6","Texas","Community water system","171","-","Bowie","12","59","8"
"TX1011870","LOUETTA NORTH PUD","Region 6","Texas","Community water system","4,785","-","Harris","15","0","7"
"TX1010902","HARRIS COUNTY MUD 152","Region 6","Texas","Community water system","7,353","-","Harris","25","0","7"
"TX0790316","CINCO MUD 6","Region 6","Texas","Community water system","3,219","-","Fort Bend","5","2","8"
"TX2360058","TRA HUNTSVILLE REGIONAL WATER SUPPLY","Region 6","Texas","Community water system","0","-","Walker","10","11","14"
"TX1870129","TRA LIVINGSTON REGIONAL WATER SUPPLY","Region 6","Texas","Community water system","0","-","Polk","13","4","12"
"TX2280032","TRA TRINITY COUNTY REGIONAL","Region 6","Texas","Community water system","0","-","Trinity","29","2","6"
"TX2200018","CITY OF MANSFIELD","Region 6","Texas","Community water system","68,612","-","Tarrant","44","10","16"
"TX1011237","WOODCREEK MUD","Region 6","Texas","Community water system","4,398","-","Harris","14","1","7"
"TX1011834","RENN ROAD MUD","Region 6","Texas","Community water system","4,086","-","Harris","14","3","8"
"TX0960002","CITY OF MEMPHIS","Region 6","Texas","Community water system","2,137","-","Hall","19","15","12"
"TX1260017","BETHESDA WSC","Region 6","Texas","Community water system","31,557","-","Johnson","192","10","9"
"TX1800002","CAL FARLEYS BOYS RANCH","Region 6","Texas","Community water system","700","-","Oldham","14","22","9"
"TX0400012","BLEDSOE WSC","Region 6","Texas","Community water system","90","-","Cochran","11","29","10"
"TX2210003","CITY OF BUFFALO GAP","Region 6","Texas","Community water system","463","-","Taylor","10","9","7"
"TX0200386","BRAZORIA COUNTY MUD 2","Region 6","Texas","Community water system","3,780","-","Brazoria","52","63","9"
"TX1450031","SOUTHEAST WSC SYSTEM 4","Region 6","Texas","Community water system","360","-","Leon","10","0","5"
"TX1450029","SOUTHEAST WSC SYSTEM 3","Region 6","Texas","Community water system","393","-","Leon","10","0","7"
"TX2420002","WHEELER MUNICIPAL WATER SYSTEM","Region 6","Texas","Community water system","1,651","-","Wheeler","22","47","8"
"TX0950059","LOMA ALTA WSC","Region 6","Texas","Community water system","93","-","Hale","10","9","10"
"TX0340004","CITY OF LINDEN","Region 6","Texas","Community water system","1,988","-","Cass","37","8","7"
"TX0130013","PETTUS MUD","Region 6","Texas","Community water system","717","-","Bee","18","39","8"
"TX1000016","HARDIN COUNTY WCID 1","Region 6","Texas","Community water system","1,228","-","Hardin","21","10","7"
"TX1013181","HARRIS COUNTY MUD 166","Region 6","Texas","Community water system","2,658","-","Harris","10","1","6"
"TX0600012","BEN FRANKLIN WSC","Region 6","Texas","Community water system","249","-","Delta","9","28","7"
"TX1900011","CITY OF EAST TAWAKONI","Region 6","Texas","Community water system","1,959","-","Rains","6","36","8"
"TX0220013","MARATHON WATER SUPPLY & SEWER SERVICE CO","Region 6","Texas","Community water system","429","-","Brewster","8","13","10"
"TX2370051","OAK HOLLOW SUBDIVISION","Region 6","Texas","Community water system","1,980","-","Waller","18","4","7"
"TX1011475","QUAILWOOD WATER SYSTEM","Region 6","Texas","Community water system","48","-","Harris","7","22","6"
"TX1010927","DOGWOOD TREE WATER SYSTEM","Region 6","Texas","Community water system","48","-","Harris","7","4","6"
"TX1010647","BLUE BELL MANOR SUBDIVISION","Region 6","Texas","Community water system","2,361","-","Harris","25","5","7"
"TX1010478","MAREK ROAD WATER SYSTEM","Region 6","Texas","Community water system","246","-","Harris","10","7","7"
"TX1630011","VALLEY MOBILE HOME PROPERTIES","Region 6","Texas","Community water system","219","-","Medina","10","0","7"
"TX0770001","CITY OF FLOYDADA","Region 6","Texas","Community water system","3,038","-","Floyd","23","7","11"
"TX0250019","ZEPHYR WSC","Region 6","Texas","Community water system","4,446","-","Brown","29","11","7"
"TX1010249","HARRIS COUNTY WCID FONDREN ROAD","Region 6","Texas","Community water system","3,078","-","Harris","22","2","6"
"TX1010625","TATTOR ROAD MUD","Region 6","Texas","Community water system","5,385","-","Harris","15","2","7"
"TX1450028","SOUTHEAST WSC SYSTEM 2","Region 6","Texas","Community water system","693","-","Leon","6","1","7"
"TX1450027","SOUTHEAST WSC SYSTEM 1","Region 6","Texas","Community water system","2,484","-","Leon","21","2","7"
"TX0910048","CITY OF SOUTHMAYD WESTVIEW SUBDIVISION","Region 6","Texas","Community water system","783","-","Grayson","20","7","8"
"TX0910045","CITY OF SOUTHMAYD","Region 6","Texas","Community water system","498","-","Grayson","12","7","7"
"TX1110018","MESA GRANDE WSC","Region 6","Texas","Community water system","423","-","Hood","18","6","8"
"TX0790376","SIENNA PLANTATION MUD 3","Region 6","Texas","Community water system","7,029","-","Fort Bend","5","0","7"
"TX1010390","SPRING CREEK FOREST PUD","Region 6","Texas","Community water system","2,364","-","Harris","23","3","8"
"TX1700164","MONTGOMERY COUNTY MUD 16 WHITE OAK PLANT","Region 6","Texas","Community water system","591","-","Montgomery","11","3","8"
"TX1160034","MALOY WSC","Region 6","Texas","Community water system","585","-","Hunt","13","3","7"
"TX1630004","CITY OF LA COSTE","Region 6","Texas","Community water system","1,422","-","Medina","11","9","7"
"TX1020054","WASKOM RURAL WSC","Region 6","Texas","Community water system","1,032","-","Harrison","11","1","8"
"TX2280009","PENNINGTON WSC","Region 6","Texas","Community water system","2,465","-","Trinity","49","9","7"
"TX0460223","TEXAS COUNTRY WATER","Region 6","Texas","Community water system","297","-","Comal","14","62","6"
"TX1011920","AMBERWOOD SUBDIVISION","Region 6","Texas","Community water system","150","-","Harris","9","6","7"
"TX0010030","WALSTON SPRINGS WSC","Region 6","Texas","Community water system","3,925","-","Anderson","30","7","8"
"TX1170012","TCW SUPPLY","Region 6","Texas","Community water system","2,100","-","Hutchinson","29","1","7"
"TX0570094","COTTONWOOD CREEK MOBILE HOME PARK","Region 6","Texas","Community water system","228","-","Dallas","10","43","9"
"TX1013123","HARRIS COUNTY MUD 361","Region 6","Texas","Community water system","3,486","-","Harris","6","1","6"
"TX1012297","HARRIS COUNTY MUD 158","Region 6","Texas","Community water system","6,639","-","Harris","5","2","8"
"TX2460031","BLESSING MOBILE HOME PARK","Region 6","Texas","Community water system","717","-","Williamson","6","19","8"
"TX2010049","SOUTH RUSK COUNTY WSC COMPTON MCKNIGHT","Region 6","Texas","Community water system","657","-","Rusk","11","3","8"
"TX2010039","SOUTH RUSK COUNTY WSC","Region 6","Texas","Community water system","1,845","-","Rusk","16","16","7"
"TX1330135","KAMIRA WATER SYSTEM","Region 6","Texas","Community water system","108","-","Kerr","24","78","8"
"TX1070119","PAYNE SPRINGS WSC","Region 6","Texas","Community water system","1,152","-","Henderson","18","5","8"
"TX0960003","TURKEY MUNICIPAL WATER SYSTEM","Region 6","Texas","Community water system","421","-","Hall","11","126","11"
"TX1550134","PATRICK WSC","Region 6","Texas","Community water system","225","-","McLennan","9","8","6"
"TX1520026","FAMILY COMMUNITY CENTER MHP","Region 6","Texas","Community water system","82","-","Lubbock","8","219","7"
"TX0950071","TRIPLE J MOBILE HOME PARK","Region 6","Texas","Community water system","33","-","Hale","8","14","7"
"TX1770007","BITTER CREEK WSC SOUTH","Region 6","Texas","Community water system","2,841","-","Nolan","31","36","7"
"TX1820076","POSSUM KINGDOM WSC","Region 6","Texas","Community water system","5,309","-","Palo Pinto","28","22","9"
"TX2060004","CHEROKEE HOME FOR CHILDREN","Region 6","Texas","Community water system","60","-","San Saba","15","13","7"
"TX1840009","WHITT WSC","Region 6","Texas","Community water system","141","-","Parker","12","19","9"
"TX1200013","CITY OF LA WARD","Region 6","Texas","Community water system","165","-","Jackson","11","10","8"
"TX2270380","WILBARGER CREEK MUD 1","Region 6","Texas","Community water system","426","-","Travis","7","1","3"
"TX1012378","CYPRESS HILL MUD 1","Region 6","Texas","Community water system","10,068","-","Harris","28","2","7"
"TX1010063","HARRIS COUNTY WCID 91","Region 6","Texas","Community water system","3,018","-","Harris","15","0","7"
"TX1700414","LAKEVIEW POINTE APARTMENTS","Region 6","Texas","Community water system","84","-","Montgomery","8","11","9"
"TX1010279","MEMORIAL HILLS UTILITY DISTRICT","Region 6","Texas","Community water system","1,428","-","Harris","16","0","8"
"TX0640030","ESPANTOSA WATER SUPPLY","Region 6","Texas","Community water system","210","-","Dimmit","12","242","8"
"TX0640029","CATARINA WSC","Region 6","Texas","Community water system","174","-","Dimmit","7","45","8"
"TX0640028","BRUNDAGE WATER SYSTEM","Region 6","Texas","Community water system","60","-","Dimmit","15","19","5"
"TX0700042","MOUNTAIN PEAK SUD","Region 6","Texas","Community water system","16,008","-","Ellis","51","30","10"
"TX1160029","CADDO BASIN SUD","Region 6","Texas","Community water system","11,691","-","Hunt","32","5","7"
"TX1012982","MCFARLAND VILLAGE APARTMENTS","Region 6","Texas","Community water system","120","-","Harris","6","3","7"
"TX1330046","VERDE HILLS WSC","Region 6","Texas","Community water system","60","-","Kerr","10","19","6"
"TX1080001","CITY OF ALAMO","Region 6","Texas","Community water system","18,363","-","Hidalgo","23","62","15"
"TX1010774","HARRIS COUNTY MUD 120","Region 6","Texas","Community water system","12,414","-","Harris","27","2","6"
"TX1012532","HARRIS COUNTY MUD 286","Region 6","Texas","Community water system","7,523","-","Harris","17","5","9"
"TX1010389","SPANISH COVE PUD","Region 6","Texas","Community water system","408","-","Harris","11","5","7"
"TX2360023","GULF COAST TRADES CENTER","Region 6","Texas","Community water system","140","-","Walker","10","10","6"
"TX1010357","ROLLING FORK PUD","Region 6","Texas","Community water system","2,391","-","Harris","14","8","8"
"TX0610008","CITY OF ROANOKE","Region 6","Texas","Community water system","5,910","-","Denton","28","30","9"
"TX1013045","OAK HILL ESTATES WATER SYSTEM","Region 6","Texas","Community water system","402","-","Harris","10","10","6"
"TX0570013","CITY OF LANCASTER","Region 6","Texas","Community water system","37,550","-","Dallas","37","7","10"
"TX0250015","CITY OF EARLY","Region 6","Texas","Community water system","2,752","-","Brown","15","13","10"
"TX1013404","NORTHWOOD MUD 1","Region 6","Texas","Community water system","795","-","Harris","10","2","3"
"TX1980011","NORTH HAMILTON HILL WSC","Region 6","Texas","Community water system","40","-","Robertson","5","14","6"
"TX2050005","CITY OF PORTLAND","Region 6","Texas","Community water system","20,000","-","San Patricio","18","2","9"
"TX1012710","K LAKE TERRACE","Region 6","Texas","Community water system","54","-","Harris","12","30","6"
"TX1012260","ROVING MEADOWS WATER SYSTEM","Region 6","Texas","Community water system","141","-","Harris","11","13","6"
"TX1012130","PADOK TIMBERS SUBDIVISION WS","Region 6","Texas","Community water system","147","-","Harris","16","50","8"
"TX1010675","ESTATES WATER CORP","Region 6","Texas","Community water system","45","-","Harris","6","8","6"
"TX0360117","TIMBER RIDGE SECTION 2","Region 6","Texas","Community water system","141","-","Chambers","9","54","4"
"TX0360090","RIVER OAKS SUBDIVISION","Region 6","Texas","Community water system","234","-","Chambers","9","40","6"
"TX1012868","K ESTATES WATER SYSTEM","Region 6","Texas","Community water system","40","-","Harris","11","15","5"
"TX0110023","J & R MHP","Region 6","Texas","Community water system","30","-","Bastrop","11","2","6"
"TX1470031","SLC WSC","Region 6","Texas","Community water system","1,722","-","Limestone","19","114","12"
"TX0860113","SILVER WINGS FLY IN RANCH","Region 6","Texas","Community water system","60","-","Gillespie","12","10","5"
"TX0740035","WHITE SHED WSC","Region 6","Texas","Community water system","3,021","-","Fannin","45","5","8"
"TX2210022","STEAMBOAT MOUNTAIN WSC","Region 6","Texas","Community water system","5,859","-","Taylor","45","12","7"
"TX1200022","CAPE CARANCAHUA WSC","Region 6","Texas","Community water system","1,212","-","Jackson","16","12","9"
"TX0010005","CITY OF ELKHART","Region 6","Texas","Community water system","2,556","-","Anderson","27","18","9"
"TX1110007","ACTON MUD","Region 6","Texas","Community water system","19,125","-","Hood","233","13","9"
"TX1010004","CITY OF BELLAIRE","Region 6","Texas","Community water system","22,473","-","Harris","37","2","5"
"TX0540015","WHITE RIVER MWD","Region 6","Texas","Community water system","620","-","Crosby","53","12","14"
"TX0150492","CITY OF SELMA","Region 6","Texas","Community water system","6,652","-","Bexar","25","8","7"
"TX2500003","CITY OF QUITMAN","Region 6","Texas","Community water system","1,843","-","Wood","24","2","15"
"TX0140116","CITY OF MORGANS POINT RESORT","Region 6","Texas","Community water system","4,995","-","Bell","14","11","6"
"TX0460095","TBM RESIDENT WSC","Region 6","Texas","Community water system","321","-","Comal","9","10","5"
"TX0340003","CITY OF HUGHES SPRINGS","Region 6","Texas","Community water system","2,706","-","Cass","12","1","8"
"TX2270398","TRAVIS COUNTY MUD 12","Region 6","Texas","Community water system","498","-","Travis","4","3","1"
"TX1460188","OAK HIGH WS","Region 6","Texas","Community water system","96","-","Liberty","6","0","0"
"TX0740036","RAVENNA NUNNELEE WSC","Region 6","Texas","Community water system","960","-","Fannin","21","12","8"
"TX2030001","CITY OF SAN AUGUSTINE","Region 6","Texas","Community water system","2,295","-","San Augustine","23","53","12"
"TX0790018","CITY OF KENDLETON","Region 6","Texas","Community water system","714","-","Fort Bend","10","16","8"
"TX1013350","HARRIS COUNTY MUD 433","Region 6","Texas","Community water system","3,093","-","Harris","26","1","4"
"TX2050002","CITY OF INGLESIDE","Region 6","Texas","Community water system","9,800","-","San Patricio","19","15","8"
"TX0210070","SYKES WS","Region 6","Texas","Community water system","45","-","Brazos","10","0","0"
"TX2120100","STARRVILLE WSC","Region 6","Texas","Community water system","897","-","Smith","7","10","7"
"TX1540007","LAKELAND SERVICES","Region 6","Texas","Community water system","53","-","McCulloch","13","45","11"
"TX0790488","FORT BEND COUNTY MUD 155","Region 6","Texas","Community water system","2,097","-","Fort Bend","6","0","4"
"TX0790548","FORT BEND COUNTY MUD 206 VICTORIAN GARDE","Region 6","Texas","Community water system","60","-","Fort Bend","10","0","0"
"TX0150247","CADILLAC WATER","Region 6","Texas","Community water system","192","-","Bexar","12","23","8"
"TX0600001","CITY OF COOPER","Region 6","Texas","Community water system","2,135","-","Delta","13","17","17"
"TX0160007","OAKS MOBILE HOME PARK","Region 6","Texas","Community water system","75","-","Blanco","10","13","0"
"TX2460004","CITY OF TAYLOR","Region 6","Texas","Community water system","18,258","-","Williamson","31","11","11"
"TX0830037","GAINES COUNTY WATER COMPANY","Region 6","Texas","Community water system","0","-","Gaines","10","0","0"
"TX2010030","PLEASANT HILL WSC","Region 6","Texas","Community water system","828","-","Rusk","16","3","8"
"TX2010031","PRICE WSC","Region 6","Texas","Community water system","912","-","Rusk","10","7","7"
"TX2270313","BARTON CREEK WSC","Region 6","Texas","Community water system","612","-","Travis","6","5","7"
"TX0310059","VALLEY MUD 2 RANCHO VIEJO","Region 6","Texas","Community water system","2,500","-","Cameron","25","2","13"
"TX1700784","BLAKETREE MUD 1","Region 6","Texas","Community water system","150","-","Montgomery","6","13","1"
"TX2380002","CITY OF WICKETT","Region 6","Texas","Community water system","567","-","Ward","14","11","10"
"TX1500001","CITY OF LLANO","Region 6","Texas","Community water system","3,325","-","Llano","20","8","12"
"TX0030102","ANGELINA COUNTY FWSD 1","Region 6","Texas","Community water system","621","-","Angelina","5","9","9"
"TX1070121","CITY OF LOG CABIN","Region 6","Texas","Community water system","714","-","Henderson","14","15","6"
"TX0610256","DENTON COUNTY FWSD 11-B","Region 6","Texas","Community water system","2,229","-","Denton","6","3","2"
"TX0430045","CITY OF PARKER","Region 6","Texas","Community water system","3,811","-","Collin","15","22","8"
