"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits"
"TX1990004","BLACKLAND WSC","Region 6","Texas","Community water system","4,872","-","Rockwall","21","10","9"
"TX1170022","GRACED LAND EAST","Region 6","Texas","Community water system","80","-","Hutchinson","15","14","9"
"TX0790387","GRAND LAKES MUD 2","Region 6","Texas","Community water system","2,070","-","Fort Bend","9","0","6"
"TX1520219","CHRISTIAN LIFE CENTER","Region 6","Texas","Community water system","27","-","Lubbock","5","38","8"
"TX0010046","ANDERSON COUNTY CEDAR CREEK WSC","Region 6","Texas","Community water system","1,248","-","Anderson","11","12","7"
"TX0200390","RAINTREE ESTATES","Region 6","Texas","Community water system","528","-","Brazoria","12","16","8"
"TX0790493","SIENNA PLANTATION MANAGEMENT DISTRICT","Region 6","Texas","Community water system","996","-","Fort Bend","5","10","2"
"TX1080221","QUIET VILLAGE II","Region 6","Texas","Community water system","400","-","Hidalgo","5","8","6"
"TX1460109","CYPRESS LAKES WATER SYSTEM","Region 6","Texas","Community water system","315","-","Liberty","13","8","8"
"TX0790443","FORT BEND COUNTY MUD 151","Region 6","Texas","Community water system","7,398","-","Fort Bend","19","6","4"
"TX1700112","TOWN OF WOODLOCH","Region 6","Texas","Community water system","741","-","Montgomery","18","4","7"
"TX1011678","HARRIS COUNTY MUD 65","Region 6","Texas","Community water system","4,005","-","Harris","15","0","8"
"TX1010670","WEST MONTGOMERY UTILITY","Region 6","Texas","Community water system","1,515","-","Harris","16","3","8"
"TX1010410","ALDINE FOREST SUBDIVISION","Region 6","Texas","Community water system","90","-","Harris","12","0","7"
"TX1700684","ROLLING FOREST SUBDIVISION","Region 6","Texas","Community water system","78","-","Montgomery","10","0","7"
"TX1010192","PARKLAND ESTATES","Region 6","Texas","Community water system","228","-","Harris","9","6","7"
"TX1010028","WESTERN HOMES SUBDIVISION","Region 6","Texas","Community water system","678","-","Harris","14","2","8"
"TX1010517","MADING LANE WATER SYSTEM","Region 6","Texas","Community water system","168","-","Harris","11","0","6"
"TX1011999","NORTH BELT FOREST SUBDIVISION WATER SYST","Region 6","Texas","Community water system","897","-","Harris","12","1","7"
"TX1011708","WHISPER MEADOWS MOBILE HOME SUBDIVISION","Region 6","Texas","Community water system","66","-","Harris","5","0","7"
"TX2040058","MERCY WSC","Region 6","Texas","Community water system","2,118","-","San Jacinto","34","1","9"
"TX0960014","LAKEVIEW WSC","Region 6","Texas","Community water system","110","-","Hall","6","29","8"
"TX1700482","PINEDALE MOBILE HOME COMMUNITY","Region 6","Texas","Community water system","330","-","Montgomery","9","26","6"
"TX2270213","WOOD ISLAND HOMEOWNERS ASSOCIATION WATER","Region 6","Texas","Community water system","42","-","Travis","5","9","7"
"TX0730005","GOLINDA WSC","Region 6","Texas","Community water system","795","-","Falls","13","9","6"
"TX2200332","NAVAL AIR STN JOINT RESERVE BASE","Region 6","Texas","Community water system","9,000","-","Tarrant","8","4","7"
"TX1013009","HARRIS COUNTY MUD 365","Region 6","Texas","Community water system","4,449","-","Harris","27","1","8"
"TX1630027","WEST MEDINA WSC","Region 6","Texas","Community water system","1,443","-","Medina","23","2","8"
"TX0310022","EL JARDIN WSC","Region 6","Texas","Community water system","10,209","-","Cameron","5","15","9"
"TX2010013","DIRGIN WSC","Region 6","Texas","Community water system","306","-","Rusk","10","86","8"
"TX0040015","HOLIDAY BEACH WSC","Region 6","Texas","Community water system","2,127","-","Aransas","15","2","9"
"TX0200412","BRAZORIA COUNTY SHERIFFS OFFICE DETENTIO","Region 6","Texas","Community water system","1,050","-","Brazoria","9","37","6"
"TX1700121","HERITAGE OAKS SUBDIVISION","Region 6","Texas","Community water system","285","-","Montgomery","10","0","6"
"TX1780012","CITY OF DRISCOLL","Region 6","Texas","Community water system","898","-","Nueces","7","38","7"
"TX1010654","SPENCER ROAD PUD","Region 6","Texas","Community water system","4,614","-","Harris","28","91","6"
"TX0260028","COOKS POINT WSC","Region 6","Texas","Community water system","51","-","Burleson","8","9","6"
"TX2230003","CITY OF WELLMAN","Region 6","Texas","Community water system","225","-","Terry","10","140","8"
"TX1011642","HARRIS COUNTY MUD 154","Region 6","Texas","Community water system","8,535","-","Harris","26","1","7"
"TX1000016","HARDIN COUNTY WCID 1","Region 6","Texas","Community water system","1,179","-","Hardin","18","9","6"
"TX0490044","LINDSAY PURE WATER CO SOUTH RIDGE","Region 6","Texas","Community water system","114","-","Cooke","8","19","7"
"TX1460012","LIBERTY COUNTY FWSD 1 HULL","Region 6","Texas","Community water system","1,020","-","Liberty","10","9","7"
"TX1840034","ABRAXAS UTILITIES","Region 6","Texas","Community water system","537","-","Parker","14","174","6"
"TX1630036","MEDINA VALLEY WATER SUPPLY CO","Region 6","Texas","Community water system","123","-","Medina","9","5","6"
"TX0490027","MOUNTAIN SPRINGS WSC","Region 6","Texas","Community water system","2,964","-","Cooke","22","13","8"
"TX1910001","CANYON MUNICIPAL WATER SYSTEM","Region 6","Texas","Community water system","13,300","-","Randall","60","4","9"
"TX2040023","LAKE WATERWHEEL ESTATES","Region 6","Texas","Community water system","192","-","San Jacinto","8","8","6"
"TX0810024","WESTWOOD UTILITY CORP","Region 6","Texas","Community water system","1,260","-","Freestone","20","16","6"
"TX2270126","HIGH VALLEY WSC","Region 6","Texas","Community water system","240","-","Travis","18","22","7"
"TX1070228","C R C WSC","Region 6","Texas","Community water system","552","-","Henderson","14","7","5"
"TX2050070","SAN PATRICIO COUNTY MUD 1","Region 6","Texas","Community water system","423","-","San Patricio","9","21","6"
"TX1013123","HARRIS COUNTY MUD 361","Region 6","Texas","Community water system","3,486","-","Harris","5","1","6"
"TX0960002","CITY OF MEMPHIS","Region 6","Texas","Community water system","2,200","-","Hall","17","15","11"
"TX1010920","WINDWOOD WATER SYSTEM","Region 6","Texas","Community water system","42","-","Harris","9","16","6"
"TX1750013","CORBET WSC","Region 6","Texas","Community water system","2,346","-","Navarro","28","20","5"
"TX0110014","BASTROP COUNTY WCID 1","Region 6","Texas","Community water system","672","-","Bastrop","12","4","7"
"TX0500043","CEDAR GROVE MOBILE HOME PARK","Region 6","Texas","Community water system","561","-","Coryell","7","39","3"
"TX0790344","CINCO MUD 12","Region 6","Texas","Community water system","1,668","-","Fort Bend","4","10","8"
"TX1012297","HARRIS COUNTY MUD 158","Region 6","Texas","Community water system","6,639","-","Harris","4","2","8"
"TX1550088","NORTH BOSQUE WSC","Region 6","Texas","Community water system","1,869","-","McLennan","24","1","5"
"TX0340019","GREEN HILLS SUBDIVISION","Region 6","Texas","Community water system","108","-","Cass","9","347","7"
"TX1013378","HARRIS COUNTY MUD 432","Region 6","Texas","Community water system","1,773","-","Harris","11","0","3"
"TX1700489","MONTGOMERY COUNTY MUD 56","Region 6","Texas","Community water system","966","-","Montgomery","12","0","8"
"TX1700779","MONTGOMERY COUNTY MUD 95","Region 6","Texas","Community water system","1,443","-","Montgomery","6","1","2"
"TX2460031","BLESSING MOBILE HOME PARK","Region 6","Texas","Community water system","717","-","Williamson","5","19","7"
"TX2010039","SOUTH RUSK COUNTY WSC","Region 6","Texas","Community water system","1,788","-","Rusk","15","12","6"
"TX2010049","SOUTH RUSK COUNTY WSC COMPTON MCKNIGHT","Region 6","Texas","Community water system","705","-","Rusk","10","3","7"
"TX1010387","MEADOWHILL REGIONAL MUD","Region 6","Texas","Community water system","7,473","-","Harris","38","9","7"
"TX1010459","EL DORADO MOBILE HOME COMMUNITY","Region 6","Texas","Community water system","747","-","Harris","9","29","7"
"TX0790331","PARK PLACE SOUTHWEST","Region 6","Texas","Community water system","26","-","Fort Bend","5","28","7"
"TX0790144","SOUTHWEST ENVIRONMENTAL RESOURCES","Region 6","Texas","Community water system","492","-","Fort Bend","13","164","7"
"TX1010388","SHASLA PUD","Region 6","Texas","Community water system","2,304","-","Harris","12","0","6"
"TX0310027","CITY OF PALM VALLEY","Region 6","Texas","Community water system","1,299","-","Cameron","6","12","9"
"TX1500012","KINGSLAND WSC","Region 6","Texas","Community water system","9,798","-","Llano","32","15","14"
"TX1500004","KINGSLAND WSC COMANCHE RANCHERIAS","Region 6","Texas","Community water system","330","-","Llano","16","4","6"
"TX0790410","GRAND LAKES MUD 1","Region 6","Texas","Community water system","3,204","-","Fort Bend","5","7","6"
"TX1230010","CITY OF PORT NECHES","Region 6","Texas","Community water system","13,158","-","Jefferson","21","5","11"
"TX0230005","CORONADO SHORES WATER SYSTEM","Region 6","Texas","Community water system","120","-","Briscoe","8","18","11"
"TX0230004","MACKENZIE MUNICIPAL WATER AUTHORITY","Region 6","Texas","Community water system","26","-","Briscoe","30","16","14"
"TX0570097","PARKERVILLE EAST MOBILE HOME PARK","Region 6","Texas","Community water system","96","-","Dallas","10","6","7"
"TX0790470","FORT BEND COUNTY MUD 165","Region 6","Texas","Community water system","2,667","-","Fort Bend","5","3","3"
"TX1520159","NORTH UNIVERSITY ESTATES","Region 6","Texas","Community water system","600","-","Lubbock","18","9","8"
"TX0270018","LCRA BONANZA BEACH","Region 6","Texas","Community water system","171","-","Burnet","13","50","6"
"TX1500011","LCRA TOW WATER SYSTEM","Region 6","Texas","Community water system","120","-","Llano","9","94","6"
"TX1500117","RIO VISTA RESORT","Region 6","Texas","Community water system","150","-","Llano","10","6","11"
"TX2130001","CITY OF GLEN ROSE","Region 6","Texas","Community water system","2,539","-","Somervell","40","12","10"
"TX1010631","POSTWOOD MUD","Region 6","Texas","Community water system","3,747","-","Harris","15","2","8"
"TX2270220","NAMELESS HOLLOW CONDOMINIUMS","Region 6","Texas","Community water system","210","-","Travis","11","53","6"
"TX1010719","HARRIS COUNTY MUD 50","Region 6","Texas","Community water system","4,173","-","Harris","22","17","8"
"TX0360065","OLSEN ESTATES WATER SYSTEM","Region 6","Texas","Community water system","162","-","Chambers","8","41","8"
"TX0460036","CITY OF NEW BRAUNFELS OAKVIEW SUBDIVISIO","Region 6","Texas","Community water system","216","-","Comal","11","1","7"
"TX0200599","SAVANNAH PLANTATION SUBDIVISION","Region 6","Texas","Community water system","186","-","Brazoria","6","58","6"
"TX0490003","CITY OF LINDSAY","Region 6","Texas","Community water system","1,275","-","Cooke","17","13","8"
"TX1050137","HAYS COUNTY WCID 1","Region 6","Texas","Community water system","2,505","-","Hays","5","2","4"
"TX0570032","CITY OF BALCH SPRINGS","Region 6","Texas","Community water system","23,500","-","Dallas","23","15","10"
"TX1020004","CITY OF HALLSVILLE","Region 6","Texas","Community water system","3,577","-","Harrison","28","9","8"
"TX1070121","CITY OF LOG CABIN","Region 6","Texas","Community water system","714","-","Henderson","13","15","6"
"TX0150568","CORDOBA APARTMENT HOMES","Region 6","Texas","Community water system","780","-","Bexar","3","2","0"
"TX0570016","CITY OF SEAGOVILLE","Region 6","Texas","Community water system","15,240","-","Dallas","15","24","9"
"TX1820005","CITY OF STRAWN","Region 6","Texas","Community water system","739","-","Palo Pinto","13","30","14"
"TX1700097","STANLEY LAKE MUD","Region 6","Texas","Community water system","3,783","-","Montgomery","24","6","8"
"TX0790345","SIENNA PLANTATION MUD 2","Region 6","Texas","Community water system","4,785","-","Fort Bend","5","3","8"
"TX1010430","CYPRESS CREEK UTILITY DISTRICT","Region 6","Texas","Community water system","3,012","-","Harris","15","4","7"
"TX1011049","OAKLAND VILLAGE MOBILE HOME COMMUN","Region 6","Texas","Community water system","150","-","Harris","6","22","8"
"TX1011493","MAPLE LEAF MOBILE HOME SUBDIVISION","Region 6","Texas","Community water system","705","-","Harris","8","21","8"
"TX0360027","WOODLAND ACRES SUBDIVISION","Region 6","Texas","Community water system","729","-","Chambers","15","55","8"
"TX1011832","FIVE OAKS MOBILE HOME SUBDIVISION","Region 6","Texas","Community water system","741","-","Harris","9","21","8"
"TX0200274","COUNTRY ACRE ESTATES","Region 6","Texas","Community water system","249","-","Brazoria","9","0","8"
"TX0200275","CORONADO COUNTRY","Region 6","Texas","Community water system","108","-","Brazoria","9","1","8"
"TX0200324","COLONY COVE SUBDIVISION WATER SYSTEM","Region 6","Texas","Community water system","144","-","Brazoria","7","0","8"
"TX0200325","BRANDI ESTATES","Region 6","Texas","Community water system","93","-","Brazoria","6","0","7"
"TX0200335","SANDY MEADOW ESTATES SUBDIVISION","Region 6","Texas","Community water system","226","-","Brazoria","10","24","7"
"TX0200338","BERNARD OAKS SUBDIVISION","Region 6","Texas","Community water system","207","-","Brazoria","9","2","7"
"TX0200346","ROSHARON ROAD ESTATES SUBDIVISION","Region 6","Texas","Community water system","226","-","Brazoria","10","8","7"
"TX0200360","GRASSLANDS","Region 6","Texas","Community water system","495","-","Brazoria","10","20","6"
"TX0200370","WOLF GLEN WATER SYSTEM","Region 6","Texas","Community water system","78","-","Brazoria","8","6","8"
"TX0200273","COUNTRY MEADOWS","Region 6","Texas","Community water system","117","-","Brazoria","8","0","7"
"TX0790425","723 UTILITY","Region 6","Texas","Community water system","180","-","Fort Bend","10","4","5"
"TX0200323","BLUE SAGE GARDENS SUBDIVISION","Region 6","Texas","Community water system","117","-","Brazoria","5","0","8"
"TX0790013","TELEVIEW TERRACE SUBDIVISION","Region 6","Texas","Community water system","195","-","Fort Bend","10","22","7"
"TX0200244","ANGLE ACRES WATER SYSTEM","Region 6","Texas","Community water system","114","-","Brazoria","6","2","8"
"TX0200185","DEMI JOHN PLACE WATER SYSTEM","Region 6","Texas","Community water system","255","-","Brazoria","12","10","7"
"TX0200432","MARK V ESTATES","Region 6","Texas","Community water system","291","-","Brazoria","11","17","8"
"TX0200245","BEECHWOOD SUBDIVISION","Region 6","Texas","Community water system","231","-","Brazoria","9","2","8"
"TX0200410","BRIAR MEADOWS","Region 6","Texas","Community water system","108","-","Brazoria","5","0","9"
"TX0200036","ROSHARON TOWNSHIP","Region 6","Texas","Community water system","252","-","Brazoria","13","15","7"
"TX0790504","TEJAS LAKES SUBDIVISION","Region 6","Texas","Community water system","147","-","Fort Bend","8","1","2"
"TX0200624","STONERIDGE LAKE SUBDIVISION","Region 6","Texas","Community water system","129","-","Brazoria","6","19","5"
"TX0200053","SNUG HARBOR SUBDIVISION","Region 6","Texas","Community water system","99","-","Brazoria","5","2","7"
"TX0200058","RIVERSIDE ESTATES","Region 6","Texas","Community water system","144","-","Brazoria","5","6","7"
"TX0200083","WILCO WATER CO","Region 6","Texas","Community water system","129","-","Brazoria","12","4","8"
"TX0200108","RYAN LONG SUBDIVISION 2 WATER SYSTEM","Region 6","Texas","Community water system","25","-","Brazoria","6","0","7"
"TX0200597","PALOMA ACRES SUBDIVISION","Region 6","Texas","Community water system","234","-","Brazoria","5","6","5"
"TX0200604","COLONY TRAILS SUBDIVISION","Region 6","Texas","Community water system","207","-","Brazoria","6","7","6"
"TX2210022","STEAMBOAT MOUNTAIN WSC","Region 6","Texas","Community water system","5,859","-","Taylor","39","12","7"
"TX1011809","HARRIS COUNTY MUD 189","Region 6","Texas","Community water system","6,480","-","Harris","29","23","8"
"TX1011462","HARRIS COUNTY MUD 49","Region 6","Texas","Community water system","7,173","-","Harris","16","4","5"
"TX1010903","HARRIS COUNTY MUD 46","Region 6","Texas","Community water system","4,815","-","Harris","14","2","6"
"TX0140169","BIRD CREEK MHP","Region 6","Texas","Community water system","368","-","Bell","5","30","6"
"TX1740002","CITY OF GARRISON","Region 6","Texas","Community water system","1,404","-","Nacogdoches","24","2","7"
"TX1690003","FORESTBURG WSC","Region 6","Texas","Community water system","258","-","Montague","8","16","6"
"TX1550136","R M S WSC","Region 6","Texas","Community water system","0","-","McLennan","8","66","6"
"TX2260001","CITY OF SAN ANGELO","Region 6","Texas","Community water system","98,975","-","Tom Green","53","5","13"
"TX0880011","GOLIAD COUNTY WSC - BERCLAIR WATER SYSTE","Region 6","Texas","Community water system","195","-","Goliad","5","0","4"
"TX0880010","FANNIN COMMUNITY","Region 6","Texas","Community water system","189","-","Goliad","9","0","5"
"TX0880012","GOLIAD COUNTY WSC - LA BAHIA","Region 6","Texas","Community water system","234","-","Goliad","5","2","2"
"TX1080010","CITY OF SAN JUAN","Region 6","Texas","Community water system","30,000","-","Hidalgo","24","13","13"
"TX0050013","WINDTHORST WSC","Region 6","Texas","Community water system","1,470","-","Archer","18","2","11"
"TX1050078","SKYLINE RANCH ESTATES WSC","Region 6","Texas","Community water system","240","-","Hays","10","5","6"
"TX2010008","CHURCH HILL WSC","Region 6","Texas","Community water system","447","-","Rusk","17","9","5"
"TX1650001","CITY OF MIDLAND WATER PURIFICATION PLANT","Region 6","Texas","Community water system","119,385","-","Midland","139","79","14"
"TX1460004","CITY OF DAISETTA","Region 6","Texas","Community water system","1,137","-","Liberty","15","4","6"
"TX1013429","CENTRAL HARRIS COUNTY REGIONAL WATER AUT","Region 6","Texas","Community water system","0","-","Harris","3","0","2"
"TX2340003","CITY OF GRAND SALINE","Region 6","Texas","Community water system","3,972","-","Van Zandt","13","26","7"
"TX1840019","M&L WSC","Region 6","Texas","Community water system","498","-","Parker","25","81","7"
"TX2090001","CITY OF ALBANY","Region 6","Texas","Community water system","2,034","-","Shackelford","14","11","12"
"TX2080022","COLORADO RIVER MWD SNYDER WELL FIELD","Region 6","Texas","Community water system","0","-","Scurry","30","2","5"
"TX2400003","BRUNI RURAL WSC","Region 6","Texas","Community water system","648","-","Webb","17","134","9"
"TX1070002","CITY OF MALAKOFF","Region 6","Texas","Community water system","2,343","-","Henderson","27","5","13"
"TX0160030","ROCKIN J RANCH SUBDIVISION","Region 6","Texas","Community water system","216","-","Blanco","9","9","2"
"TX0430040","CITY OF MELISSA","Region 6","Texas","Community water system","6,890","-","Collin","16","8","7"
"TX0430070","COUNTRY RIDGE WATER","Region 6","Texas","Community water system","624","-","Collin","13","8","8"
"TX1013132","HARRIS COUNTY MUD 364","Region 6","Texas","Community water system","6,234","-","Harris","17","10","6"
"TX0030100","SUN N FUN ASSOCIATION","Region 6","Texas","Community water system","77","-","Angelina","4","66","5"
"TX0790468","FORT BEND COUNTY MUD 24","Region 6","Texas","Community water system","1,443","-","Fort Bend","4","0","3"
"TX1230006","CITY OF NEDERLAND","Region 6","Texas","Community water system","18,952","-","Jefferson","15","15","11"
"TX0610051","BOYD ACRES WATER SYSTEM","Region 6","Texas","Community water system","63","-","Denton","10","151","8"
"TX2300012","PRITCHETT WATER SUPPLY CORPORATION","Region 6","Texas","Community water system","8,676","-","Upshur","120","2","6"
"TX0200575","RIVER RUN WATER SYSTEM","Region 6","Texas","Community water system","48","-","Brazoria","5","64","7"
"TX0200128","CHOCTAW SUBDIVISION","Region 6","Texas","Community water system","78","-","Brazoria","6","8","8"
"TX0200444","WOOD OAKS WATER WORKS","Region 6","Texas","Community water system","60","-","Brazoria","7","20","10"
"TX0200127","ROYAL RIDGE","Region 6","Texas","Community water system","231","-","Brazoria","11","6","7"
"TX0200040","HOMELAND SUBDIVISION","Region 6","Texas","Community water system","45","-","Brazoria","9","5","8"
"TX0200041","JONES CREEK TERRACE","Region 6","Texas","Community water system","951","-","Brazoria","18","22","9"
"TX1260021","PARKER WSC","Region 6","Texas","Community water system","2,739","-","Johnson","30","5","7"
"TX0840229","LONE PINE SUBDIVISION","Region 6","Texas","Community water system","114","-","Galveston","8","147","8"
"TX0790459","FORT BEND COUNTY MUD 162","Region 6","Texas","Community water system","2,466","-","Fort Bend","11","1","4"
"TX2300003","CITY OF ORE CITY","Region 6","Texas","Community water system","1,216","-","Upshur","18","9","6"
"TX0570004","DALLAS WATER UTILITY","Region 6","Texas","Community water system","1,197,816","-","Dallas","151","2","16"
"TX2200362","SEVILLE WSC","Region 6","Texas","Community water system","69","-","Tarrant","10","0","1"
"TX1011242","MEMORIAL MUD","Region 6","Texas","Community water system","5,589","-","Harris","21","1","7"
"TX1013369","HARRIS COUNTY MUD 468","Region 6","Texas","Community water system","2,175","-","Harris","14","2","3"
"TX0710050","HILLSIDE WATER WORKS","Region 6","Texas","Community water system","156","-","El Paso","6","108","9"
"TX1890002","CITY OF PRESIDIO","Region 6","Texas","Community water system","7,000","-","Presidio","17","28","9"
"TX1880039","CACTUS AVENUE MOBILE HOME PARK","Region 6","Texas","Community water system","25","-","Potter","10","22","10"
"TX2290038","WINDMILL MOBILE HOME ESTATES","Region 6","Texas","Community water system","54","-","Tyler","6","7","7"
"TX1230001","CITY OF BEAUMONT WATER UTILITY DEPT","Region 6","Texas","Community water system","118,228","-","Jefferson","35","2","11"
"TX1270003","CITY OF STAMFORD","Region 6","Texas","Community water system","3,124","-","Jones","12","70","11"
"TX2010031","PRICE WSC","Region 6","Texas","Community water system","912","-","Rusk","9","6","6"
"TX2020001","CITY OF HEMPHILL","Region 6","Texas","Community water system","1,198","-","Sabine","18","36","12"
"TX0610001","CITY OF AUBREY","Region 6","Texas","Community water system","2,800","-","Denton","28","5","8"
"TX2270049","DEER CREEK WATER","Region 6","Texas","Community water system","1,224","-","Travis","11","16","10"
"TX2500006","GOLDEN WSC","Region 6","Texas","Community water system","4,050","-","Wood","50","1","7"
"TX0790343","CINCO MUD 7","Region 6","Texas","Community water system","4,521","-","Fort Bend","4","1","8"
"TX0200137","SHADY OAKS MHP","Region 6","Texas","Community water system","66","-","Brazoria","7","51","7"
"TX1700677","STILLWATER ESTATES","Region 6","Texas","Community water system","111","-","Montgomery","8","1","7"
"TX1011071","RIO VILLA WSC","Region 6","Texas","Community water system","432","-","Harris","10","6","7"
"TX1020028","HOLIDAY SPRINGS MOBILE HOME PARK","Region 6","Texas","Community water system","123","-","Harrison","14","13","6"
"TX1820001","CITY OF MINERAL WELLS","Region 6","Texas","Community water system","16,800","-","Palo Pinto","26","4","14"
"TX0350001","DIMMITT MUNICIPAL WATER SYSTEM","Region 6","Texas","Community water system","4,393","-","Castro","37","3","10"
"TX0840063","SAN LEON MUD","Region 6","Texas","Community water system","7,803","-","Galveston","17","11","8"
"TX0250015","CITY OF EARLY","Region 6","Texas","Community water system","2,752","-","Brown","14","13","10"
"TX0790466","FORT BEND COUNTY MUD 158","Region 6","Texas","Community water system","1,380","-","Fort Bend","5","0","3"
"TX0010018","B C Y WSC","Region 6","Texas","Community water system","2,706","-","Anderson","36","5","8"
"TX1200001","CITY OF EDNA","Region 6","Texas","Community water system","5,499","-","Jackson","15","5","9"
"TX1770003","NOLAN COUNTY FWSD 1","Region 6","Texas","Community water system","311","-","Nolan","12","20","9"
"TX2010062","JACOBS WSC PLANT 3 & 4","Region 6","Texas","Community water system","747","-","Rusk","22","25","6"
"TX2010017","JACOBS WSC PLANTS 1 & 2","Region 6","Texas","Community water system","735","-","Rusk","25","9","6"
"TX0610026","GREEN SPRINGS WSC","Region 6","Texas","Community water system","711","-","Denton","15","33","6"
"TX1010244","HARRIS COUNTY WCID 70","Region 6","Texas","Community water system","1,947","-","Harris","12","4","7"
"TX1012330","HARRIS COUNTY MUD 264","Region 6","Texas","Community water system","3,765","-","Harris","18","3","8"
"TX0200001","CITY OF ALVIN","Region 6","Texas","Community water system","24,000","-","Brazoria","32","6","7"
"TX2210001","CITY OF ABILENE","Region 6","Texas","Community water system","123,886","-","Taylor","72","15","11"
"TX0340001","CITY OF ATLANTA","Region 6","Texas","Community water system","5,675","-","Cass","21","48","8"
"TX2100015","TIMPSON RURAL WSC","Region 6","Texas","Community water system","1,639","-","Shelby","32","11","8"
"TX1840086","BLUEBONNET HILLS WSC","Region 6","Texas","Community water system","465","-","Parker","24","3","6"
"TX0080053","LAKESIDE ESTATES WATER SYSTEM","Region 6","Texas","Community water system","78","-","Austin","6","2","5"
"TX0080055","SETTLERS MEADOWS WATER SYSTEM","Region 6","Texas","Community water system","138","-","Austin","9","0","4"
"TX0080059","MEADOWVIEW ESTATES II","Region 6","Texas","Community water system","141","-","Austin","5","1","2"
"TX0080049","HILLSIDE ESTATES WATER SYSTEM","Region 6","Texas","Community water system","72","-","Austin","6","2","6"
"TX0080051","MEADOWVIEW ESTATES","Region 6","Texas","Community water system","144","-","Austin","12","0","4"
"TX0080056","SETTLERS ESTATES SEC II","Region 6","Texas","Community water system","135","-","Austin","6","0","4"
"TX1013034","NORTHWEST HARRIS COUNTY MUD 32","Region 6","Texas","Community water system","3,909","-","Harris","19","0","6"
"TX1013191","HUNTER PLACE","Region 6","Texas","Community water system","561","-","Harris","9","2","6"
"TX2340021","CORINTH WSC","Region 6","Texas","Community water system","1,017","-","Van Zandt","31","6","6"
"TX1530002","CITY OF TAHOKA","Region 6","Texas","Community water system","2,837","-","Lynn","26","25","12"
"TX1013193","CORNERSTONE MOBILE HOME COMMUNITY","Region 6","Texas","Community water system","95","-","Harris","6","2","5"
"TX1460003","CITY OF LIBERTY","Region 6","Texas","Community water system","10,389","-","Liberty","24","9","7"
"TX1700458","MONTGOMERY COUNTY MUD 47","Region 6","Texas","Community water system","25,600","-","Montgomery","4","9","8"
"TX0910047","TEXOMA ESTATES WSC","Region 6","Texas","Community water system","127","-","Grayson","13","2","7"
"TX2490011","SLIDELL WSC","Region 6","Texas","Community water system","100","-","Wise","9","34","8"
"TX2140028","EL SAUZ WSC","Region 6","Texas","Community water system","1,875","-","Starr","18","18","9"
"TX0200230","CITY OF OYSTER CREEK","Region 6","Texas","Community water system","1,971","-","Brazoria","12","11","6"
"TX0150039","CITY OF ALAMO HEIGHTS","Region 6","Texas","Community water system","7,031","-","Bexar","23","29","7"
"TX0010021","LONE PINE WSC","Region 6","Texas","Community water system","966","-","Anderson","14","1","8"
"TX0010026","PLEASANT SPRINGS WSC","Region 6","Texas","Community water system","951","-","Anderson","17","4","6"
"TX1010113","HARRIS COUNTY WCID 84","Region 6","Texas","Community water system","3,606","-","Harris","14","0","7"
"TX2330046","SAN PEDRO VILLAGE","Region 6","Texas","Community water system","102","-","Val Verde","10","40","8"
"TX2330063","LA CALETA ESTATES","Region 6","Texas","Community water system","152","-","Val Verde","4","5","3"
"TX0340055","HOLLY SPRINGS WSC EAST METER","Region 6","Texas","Community water system","1,272","-","Cass","5","4","9"
"TX1940001","CITY OF BOGATA","Region 6","Texas","Community water system","1,953","-","Red River","16","11","8"
"TX0670019","EASTLAND COUNTY WATER SUPPLY DISTRICT 1","Region 6","Texas","Community water system","0","-","Eastland","16","14","11"
"TX2540009","LOMA ALTA WATER SYSTEM","Region 6","Texas","Community water system","650","-","Zavala","21","7","9"
"TX0010055","HICKORY RIDGE MHP","Region 6","Texas","Community water system","72","-","Anderson","4","8","7"
"TX0790315","FORT BEND COUNTY MUD 46","Region 6","Texas","Community water system","2,004","-","Fort Bend","16","1","7"
"TX0070023","MCCOY WSC","Region 6","Texas","Community water system","7,425","-","Atascosa","48","12","6"
"TX1430001","CITY OF HALLETTSVILLE","Region 6","Texas","Community water system","2,550","-","Lavaca","26","2","8"
"TX0920021","TRYON ROAD SUD","Region 6","Texas","Community water system","7,107","-","Gregg","55","8","8"
"TX1930015","OAKMONT SADDLE MOUNTAIN WATER SYSTEM","Region 6","Texas","Community water system","333","-","Real","12","31","5"
"TX1260060","SKYLINE DRIVE LANDOWNERS ASSN WATER SYST","Region 6","Texas","Community water system","62","-","Johnson","16","1","7"
"TX1012957","PONDEROSA MOBILE HOME PARK","Region 6","Texas","Community water system","84","-","Harris","7","128","5"
"TX1450008","CITY OF LEONA","Region 6","Texas","Community water system","288","-","Leon","10","23","6"
"TX0340067","HOLLY SPRINGS WSC WEST METER","Region 6","Texas","Community water system","324","-","Cass","7","2","9"
"TX0010007","DOGWOOD SPRINGS WSC PLANT 1","Region 6","Texas","Community water system","582","-","Anderson","20","1","7"
"TX0370017","DIALVILLE OAKLAND WSC","Region 6","Texas","Community water system","879","-","Cherokee","13","1","6"
"TX1070055","MOORE STATION WSC","Region 6","Texas","Community water system","1,800","-","Henderson","13","5","7"
"TX1010745","NORTH PARK PUD","Region 6","Texas","Community water system","7,389","-","Harris","18","1","5"
