"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Population Served Count","Cities Served","Counties Served","# of Facilities","# of Violations","# of Site Visits"
"CA4900913","ROBIN WAY WATER SYSTEM","Region 9","California","Community water system","65","-","-","3","15","3"
"CA1810700","SIERRA ARMY DEPOT","Region 9","California","Community water system","1,500","-","-","17","6","22"
"CA1010029","CITY OF SANGER","Region 9","California","Community water system","25,664","SANGER","-","31","7","10"
"CA2410007","PLANADA CSD","Region 9","California","Community water system","4,500","-","-","21","5","10"
"CA4500204","WHITE OAK MUTUAL WATER COMPANY","Region 9","California","Community water system","415","-","-","3","8","7"
"CA3710045","POSEIDON RESOURCES - CDP","Region 9","California","Community water system","26","-","-","6","0","2"
"CA2701254","CARMEL RIVIERA MWC","Region 9","California","Community water system","350","-","-","26","33","3"
"CA2110350","NPS GGNRA","Region 9","California","Community water system","200","-","-","3","10","6"
"CA4500246","EL RIO ESTATES","Region 9","California","Community water system","511","-","-","5","3","10"
"CA4500254","ANDERSON PARK VILLAGE","Region 9","California","Community water system","110","-","-","2","8","7"
"CA2000757","MD#63 MEADOW SPRINGS RANCH","Region 9","California","Community water system","300","-","-","21","2","4"
"CA5410801","PORTERVILLE DEVELOPMENTAL CENTER","Region 9","California","Community water system","1,734","-","-","13","10","11"
"CA3600010","LIBERTY UTILITIES APPLE VALLEY","Region 9","California","Community water system","170","-","-","3","3","14"
"CA3600012","APPLE VALLEY VIEW MWC","Region 9","California","Community water system","275","-","-","4","16","30"
"CA3600400","APPLE VALLEY VILLAGE MHE","Region 9","California","Community water system","180","-","-","3","3","24"
"CA3600027","BAR ""H"" MWC","Region 9","California","Community water system","260","-","-","3","3","26"
"CA3600025","BAR-LEN MWC","Region 9","California","Community water system","124","-","-","5","21","31"
"CA3601045","BEAR VALLEY MHP","Region 9","California","Community water system","150","-","-","3","2","36"
"CA3600031","BIG PINE TRACT","Region 9","California","Community water system","300","-","-","7","3","26"
"CA1000244","SHADY LAKES MOBILE HOME PARK","Region 9","California","Community water system","160","-","-","5","15","9"
"CA4900611","RAINS CREEK WATER DISTRICT","Region 9","California","Community water system","150","-","-","5","7","3"
"CA4810009","CITY OF DIXON","Region 9","California","Community water system","8,593","-","-","11","2","11"
"CA5101009","WILDWOOD EAST MUTUAL","Region 9","California","Community water system","350","-","-","4","6","10"
"CA2510001","CITY OF ALTURAS","Region 9","California","Community water system","2,982","ALTURAS","-","7","5","25"
"CA0110006","CITY OF HAYWARD","Region 9","California","Community water system","146,398","HAYWARD","-","18","0","17"
"CA3410010","CALAM - SUBURBAN","Region 9","California","Community water system","111,768","-","-","67","0","30"
"CA3410017","CALAM - PARKWAY","Region 9","California","Community water system","44,949","-","-","55","0","12"
"CA3410013","CALAM - LINCOLN OAKS","Region 9","California","Community water system","46,606","-","-","70","0","17"
"CA3410045","CALAM - ARDEN","Region 9","California","Community water system","9,048","-","-","11","0","11"
"CA3410031","CALAM - ANTELOPE","Region 9","California","Community water system","34,168","-","-","39","0","9"
"CA3410047","CALAM - WALNUT GROVE","Region 9","California","Community water system","644","-","-","7","0","10"
"CA3110150","CALAM - WEST PLACER","Region 9","California","Community water system","3,188","-","-","4","0","6"
"CA3410012","CALAM - ISLETON","Region 9","California","Community water system","1,254","-","-","10","0","14"
"CA3710005","CARLSBAD MWD","Region 9","California","Community water system","84,838","-","-","8","0","25"
"CA4300637","LOS RANCHOS DE UVAS WATER COMPANY","Region 9","California","Community water system","58","-","-","9","6","5"
"CA4810013","RURAL NORTH VACAVILLE WATER DISTRICT","Region 9","California","Community water system","900","-","-","5","0","4"
"CA2610001","MAMMOTH CWD","Region 9","California","Community water system","8,214","-","-","25","2","8"
"CA1000058","MUSICK CREEK TRACT ASSOCIATION","Region 9","California","Community water system","57","-","-","5","8","4"
"CA3610011","CEDARPINES PARK MWC","Region 9","California","Community water system","2,500","-","-","30","5","7"
"CA3600372","PALMS RIVER RESORT","Region 9","California","Community water system","200","-","-","3","6","26"
"CA3600308","FREEDOM ACRES THE RESORT","Region 9","California","Community water system","500","-","-","4","2","16"
"CA3600345","WEST END MWC","Region 9","California","Community water system","63","-","-","3","3","26"
"CA3600270","GOLDEN STATE WATER MORONGO DELNORTE","Region 9","California","Community water system","870","-","-","6","2","15"
"CA3600297","GORDON ACRES WATER CO","Region 9","California","Community water system","195","-","-","3","4","38"
"CA3600301","STRAWBERRY LODGE MWC","Region 9","California","Community water system","640","-","-","2","3","25"
"CA3600258","SKY FOREST MWC","Region 9","California","Community water system","605","-","-","6","4","25"
"CA3600260","SMILEY PARK COUNTRY CLUB","Region 9","California","Community water system","530","-","-","5","4","32"
"CA3600262","SNOWCREST HEIGHTS IMP ASSOC","Region 9","California","Community water system","600","-","-","8","5","32"
"CA3600279","GOLDEN STATE WATER DESERT VIEW","Region 9","California","Community water system","230","-","-","4","2","16"
"CA3600386","TRINITY OASIS PALMS INC","Region 9","California","Community water system","135","-","-","4","3","27"
"CA3600385","BROOKSIDE MHP","Region 9","California","Community water system","65","-","-","2","3","26"
"CA3601036","CALICO LAKE HOMEOWNERS","Region 9","California","Community water system","150","-","-","3","1","24"
"CA3600064","CAMP WATERMAN MWC","Region 9","California","Community water system","55","-","-","8","3","24"
"CA3600070","CENTER WATER CO","Region 9","California","Community water system","1,000","-","-","4","2","27"
"CA3600114","CSA 70 W-3 HACIENDA","Region 9","California","Community water system","695","-","-","4","16","18"
"CA3600226","CSA 70-F MORONGO","Region 9","California","Community water system","450","-","-","5","16","17"
"CA3601010","CRYSTAL LAKE PROPERTY OWNERS","Region 9","California","Community water system","213","-","-","7","1","25"
"CA3600086","DAGGETT COMM SVCS DIST","Region 9","California","Community water system","795","-","-","12","6","42"
"CA3600087","DEER LODGE WATER SYSTEM","Region 9","California","Community water system","745","-","-","4","4","15"
"CA3600283","DEPARTMENT OF WATER AND POWER","Region 9","California","Community water system","147","-","-","4","0","28"
"CA3600088","DESERT DAWN MWC","Region 9","California","Community water system","120","-","-","3","6","28"
"CA3600089","DESERT SPRINGS MWC","Region 9","California","Community water system","325","-","-","3","2","23"
"CA3600388","DESERT VIEW MOBILE PARK","Region 9","California","Community water system","130","-","-","4","4","33"
"CA4400652","CATHEDRAL HILLS MWC, INC","Region 9","California","Community water system","60","-","-","3","18","52"
"CA4400692","ALLAN LANE WATER ASSOCIATION","Region 9","California","Community water system","54","-","-","2","9","74"
"CA4400850","THE WILLOWS RESORT","Region 9","California","Community water system","54","-","-","7","4","51"
"CA4400502","TROUT GULCH MUTUAL WATER COMPANY","Region 9","California","Community water system","552","-","-","4","11","176"
"CA3600107","FOREST PARK MWC","Region 9","California","Community water system","415","-","-","6","2","16"
"CA3600108","GLEN HELEN WATER SYSTEM","Region 9","California","Community water system","10,000","-","-","7","0","16"
"CA3600123","HI DESERT MWC","Region 9","California","Community water system","112","-","-","4","5","26"
"CA3600139","JUBILEE MWC","Region 9","California","Community water system","855","-","-","4","8","31"
"CA3600785","LAKE JODIE WATER SYSTEM","Region 9","California","Community water system","250","-","-","5","5","25"
"CA3600152","LOMA LINDA POWER PLANT","Region 9","California","Community water system","10,500","-","-","5","3","27"
"CA3600157","LUCERNE VISTA MWC","Region 9","California","Community water system","160","-","-","4","6","32"
"CA3600156","LUCERNE VALLEY MWC","Region 9","California","Community water system","275","-","-","3","3","28"
"CA3600158","LYTLE SPRINGS WC","Region 9","California","Community water system","475","-","-","3","5","39"
"CA3600166","MILL CREEK MSC","Region 9","California","Community water system","315","-","-","4","32","15"
"CA3600172","MOLYCORP MINERALS LLC","Region 9","California","Community water system","172","-","-","12","5","38"
"CA3600397","MOSS MOBILE MANOR","Region 9","California","Community water system","215","-","-","2","4","23"
"CA3600382","MWD OF SO CAL IRON MOUNTAIN","Region 9","California","Community water system","100","-","-","3","33","15"
"CA3600383","MWD OF SO CAL GENE PLANT","Region 9","California","Community water system","100","-","-","3","33","15"
"CA4000716","AVILA VALLEY MUTUAL WATER CO","Region 9","California","Community water system","65","-","-","3","29","10"
"CA5700788","NORTH DAVIS MEADOWS","Region 9","California","Community water system","314","-","-","9","1","5"
"CA5700797","MONROE/LEINBERGER CNTR - WATERS","Region 9","California","Community water system","800","-","-","5","1","11"
"CA4500203","RAPID RIVER MOBILEHOME PARK","Region 9","California","Community water system","106","-","-","7","8","10"
"CA2000849","MD#60 DILLON ESTATES","Region 9","California","Community water system","150","-","-","22","10","6"
"CA1210009","HUMBOLDT C.S.D.","Region 9","California","Community water system","19,000","-","-","18","5","19"
"CA2210921","WHISPERING PINES APARTMENTS","Region 9","California","Community water system","55","-","-","14","16","9"
"CA5510024","SONORA WATER COMPANY INC","Region 9","California","Community water system","975","-","-","3","3","6"
"CA3610006","WATER FACILITIES AUTHORITY-JPA","Region 9","California","Community water system","0","-","-","5","0","9"
"CA4901309","HILTON MUTUAL WATER COMPANY","Region 9","California","Community water system","44","-","-","3","3","1"
"CA4900620","AUSTIN ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","78","-","-","3","13","2"
"CA1500290","EDGEMONT ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","267","-","-","5","36","5"
"CA1500324","WONDER ACRES WATER SYSTEM","Region 9","California","Community water system","86","-","-","3","14","3"
"CA1510032","CALIFORNIA CITY, CITY OF","Region 9","California","Community water system","14,212","CALIFORNIA CITY","-","22","12","15"
"CA3500911","CREEKBRIDGE MUTUAL WATER COMPANY","Region 9","California","Community water system","65","-","-","3","5","7"
"CA3601015","IRONWOOD CAMP","Region 9","California","Community water system","1,000","-","-","4","30","33"
"CA4000705","LAGUNA NEGRA MUTUAL WATER CO.","Region 9","California","Community water system","80","-","-","4","5","8"
"CA1800503","SUSAN RIVER PARK WATER CO.","Region 9","California","Community water system","100","-","-","3","15","15"
"CA1000585","MURRIETA/HERNANDEZ FARMS","Region 9","California","Community water system","29","-","-","4","16","2"
"CA1100413","COUNTRY LEISURE MOBILE ESTATES","Region 9","California","Community water system","40","-","-","3","1","9"
"CA2300545","SHORELANDS ROAD & WATER COMPANY","Region 9","California","Community water system","85","-","-","13","7","3"
"CA4110005","GUADALUPE VALLEY MID","Region 9","California","Community water system","973","-","-","2","5","12"
"CA4110002","CITY OF BRISBANE","Region 9","California","Community water system","3,308","BRISBANE","-","2","10","17"
"CA0710004","BRENTWOOD","Region 9","California","Community water system","54,700","BRENTWOOD","-","38","20","25"
"CA3710047","CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR","Region 9","California","Community water system","500","-","-","6","1","3"
"CA3610028","MARYGOLD MWC","Region 9","California","Community water system","3,042","-","-","16","1","3"
"CA1910054","LA CANADA IRRIGATION DIST.","Region 9","California","Community water system","9,300","-","-","10","1","10"
"CA4900559","FIRCREST MUTUAL WATER COMPANY","Region 9","California","Community water system","92","-","-","5","10","2"
"CA1610003","HANFORD, CITY OF","Region 9","California","Community water system","59,338","HANFORD","-","87","110","13"
"CA5410006","LINDSAY, CITY OF","Region 9","California","Community water system","13,445","LINDSAY","-","30","21","15"
"CA5601201","LIMONEIRA RANCH #1","Region 9","California","Community water system","951","-","-","4","5","5"
"CA2110002","MARIN MUNICIPAL WATER DISTRICT","Region 9","California","Community water system","195,362","-","-","14","0","45"
"CA3701934","PINE VALLEY BIBLE CONFERENCE CENTER","Region 9","California","Community water system","350","-","-","7","17","9"
"CA2110004","STINSON BEACH COUNTY WTR DIST","Region 9","California","Community water system","1,500","-","-","22","3","14"
"CA1502663","TOWN & COUNTRY WATER COMPANY","Region 9","California","Community water system","73","-","-","4","7","4"
"CA1400010","ROLLING GREEN UTILITIES, INC.","Region 9","California","Community water system","800","-","-","4","5","4"
"CA1910167","VERNON-CITY, WATER DEPT.","Region 9","California","Community water system","45,000","VERNON","-","34","3","20"
"CA3610033","MT BALDY HOMEOWNERS ASSN.","Region 9","California","Community water system","350","-","-","7","6","2"
"CA2810012","PACIFIC UNION COLLEGE","Region 9","California","Community water system","2,360","-","-","10","5","6"
"CA1500544","ENOS LANE PUBLIC UTILITY DISTRICT","Region 9","California","Community water system","270","-","-","5","33","5"
"CA1610006","STRATFORD PUD","Region 9","California","Community water system","1,301","-","-","7","9","8"
"CA1503526","WINI MUTUAL WATER COMPANY","Region 9","California","Community water system","29","-","-","3","3","3"
"CA1710002","GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM","Region 9","California","Community water system","4,376","-","-","4","1","15"
"CA3410015","GOLDEN STATE WATER CO. - CORDOVA","Region 9","California","Community water system","47,810","-","-","63","6","35"
"CA0710002","GOLDEN STATE WATER COMPANY - BAY POINT","Region 9","California","Community water system","22,258","-","-","11","2","18"
"CA3410003","GOLDEN STATE WATER CO - ARDEN WATER SERV","Region 9","California","Community water system","5,653","-","-","16","3","8"
"CA3610854","SEARLES VALLEY MINERALS OPERATIONS INC","Region 9","California","Community water system","2,000","-","-","12","21","2"
"CA1910148","SIERRA MADRE-CITY, WATER DEPT.","Region 9","California","Community water system","11,094","SIERRA MADRE","-","22","5","32"
"CA3500549","ROSA MORADA MUTUAL WATER COMPANY","Region 9","California","Community water system","110","-","-","9","17","9"
"CA1910234","WALNUT VALLEY WATER DISTRICT","Region 9","California","Community water system","117,715","-","-","6","1","30"
"CA3610114","CLAWA","Region 9","California","Community water system","2,862","-","-","9","0","8"
"CA2701731","BRANDON CREEK MWS","Region 9","California","Community water system","41","-","-","6","73","4"
"CA2702026","APRICOT LN WS","Region 9","California","Community water system","72","-","-","2","6","10"
"CA2701647","GREEN ACRES WA","Region 9","California","Community water system","50","-","-","2","17","13"
"CA3010093","EAST ORANGE COUNTY WD - WZ","Region 9","California","Community water system","0","-","-","9","3","16"
"CA3410016","ORANGE VALE WATER COMPANY","Region 9","California","Community water system","15,200","-","-","5","3","7"
"CA1502569","FIRST MUTUAL WATER SYSTEM","Region 9","California","Community water system","35","-","-","2","47","4"
"CA1000407","GEORGE COX WATER SYSTEM","Region 9","California","Community water system","40","-","-","4","12","5"
"CA3610112","HELENDALE COMMUNITY SERVICE DISTRICT","Region 9","California","Community water system","5,716","-","-","24","22","11"
"CA1910141","RURBAN HOMES MUTUAL WATER CO.","Region 9","California","Community water system","1,200","-","-","5","5","14"
"CA4510014","BELLA VISTA WATER DISTRICT","Region 9","California","Community water system","18,426","-","-","13","3","34"
"CA3600504","KNOLL ENTERPRISES","Region 9","California","Community water system","500","-","-","5","20","30"
"CA1200566","ORLEANS MUTUAL WATER CO.","Region 9","California","Community water system","85","-","-","3","51","6"
"CA1805009","WEST PATTON VILLAGE CSD","Region 9","California","Community water system","465","-","-","2","1","2"
"CA4900630","AUSTIN CREEK MUTUAL (SPRINGHILL)","Region 9","California","Community water system","150","-","-","4","9","3"
"CA5810004","CITY OF WHEATLAND","Region 9","California","Community water system","3,469","WHEATLAND","-","25","5","51"
"CA5310003","TRINITY CENTER M.W.C.          .","Region 9","California","Community water system","729","-","-","6","2","14"
"CA2710850","CORRECTIONAL TRAINING FACILITY - SOLEDAD","Region 9","California","Community water system","5,500","-","-","13","14","10"
"CA4310007","CITY OF MOUNTAIN VIEW","Region 9","California","Community water system","76,000","MOUNTAIN VIEW","-","38","7","16"
"CA3610057","RIVERSIDE HIGHLAND WATER COMPANY","Region 9","California","Community water system","14,500","-","-","24","1","8"
"CA1000260","SANDY CREEK VILLAGE MHP","Region 9","California","Community water system","95","-","-","3","8","11"
"CA1000257","MT ARARAT MOBILE HOME PARK","Region 9","California","Community water system","46","-","-","8","7","6"
"CA5610080","PORT HUENEME WATER AGENCY","Region 9","California","Community water system","0","-","-","14","0","11"
"CA5610009","PORT HUENEME WATER DEPT","Region 9","California","Community water system","21,887","-","-","20","7","14"
"CA2210925","YOSEMITE WESTLAKE MOBILE ESTATES","Region 9","California","Community water system","75","-","-","4","8","6"
"CA2510002","CEDARVILLE COUNTY WATER DIST.","Region 9","California","Community water system","500","-","-","3","3","15"
"CA1009258","SAN ANDREAS FARMS","Region 9","California","Community water system","40","-","-","3","22","10"
"CA1510041","NORTH OF THE RIVER MWD","Region 9","California","Community water system","0","-","-","18","6","12"
"CA1510015","OILDALE MWC","Region 9","California","Community water system","26,000","-","-","39","5","8"
"CA0310020","THE OAKS MOBILE HOME PARK","Region 9","California","Community water system","600","-","-","3","2","16"
"CA1909006","WEST VALLEY COUNTY WATER DISTRICT","Region 9","California","Community water system","736","-","-","6","9","9"
"CA3610012","CHINO, CITY OF","Region 9","California","Community water system","18,907","CHINO","-","38","5","9"
"CA1800516","LITTLE VALLEY CSD","Region 9","California","Community water system","99","-","-","2","2","5"
"CA3610109","SHEEP CREEK WATER COMPANY","Region 9","California","Community water system","3,354","-","-","16","1","6"
"CA0910002","SOUTH TAHOE PUD - MAIN","Region 9","California","Community water system","29,500","-","-","117","7","23"
"CA1510002","BORON CSD","Region 9","California","Community water system","2,253","-","-","6","47","6"
"CA1310003","GSWC - CALIPATRIA","Region 9","California","Community water system","9,000","-","-","5","2","15"
"CA3610063","GOLDEN STATE WATER CO - MORONGO DEL SUR","Region 9","California","Community water system","1,732","-","-","12","6","6"
"CA2310006","MILLVIEW COUNTY WATER DISTRICT","Region 9","California","Community water system","5,500","-","-","34","1","17"
"CA2310008","REDWOOD VALLEY COUNTY WATER DISTRICT","Region 9","California","Community water system","5,200","-","-","7","6","14"
"CA1010003","CITY OF CLOVIS","Region 9","California","Community water system","103,871","CLOVIS","-","134","5","16"
"CA0710009","TOWN OF DISCOVERY BAY","Region 9","California","Community water system","13,500","-","-","27","3","15"
"CA4210019","MISSION HILLS CSD","Region 9","California","Community water system","3,300","-","-","10","2","17"
"CA1210013","HUMBOLDT BAY MWD","Region 9","California","Community water system","80,000","-","-","13","1","44"
"CA1210020","FIELDBROOK GLENDALE C.S.D.","Region 9","California","Community water system","1,670","-","-","4","1","12"
"CA1210801","HIGH ROCK CONSERVATION CAMP","Region 9","California","Community water system","130","-","-","5","29","6"
"CA2610700","USMC/MTN WARFARE TRNG CTR - BRIDGEPORT","Region 9","California","Community water system","300","-","-","5","0","6"
"CA3210003","CITY OF PORTOLA","Region 9","California","Community water system","2,500","PORTOLA","-","11","17","29"
"CA0400003","HARTLEY MUTUAL WATER SYSTEM","Region 9","California","Community water system","31","-","-","2","5","7"
"CA0400004","FOREST RANCH MUTUAL WATER SYSTEM","Region 9","California","Community water system","92","-","-","4","16","7"
"CA0400007","BUTTE CREEK ESTATES MUTUAL WATER CO","Region 9","California","Community water system","399","-","-","7","10","10"
"CA0400008","GRAN MUTUAL WATER CO","Region 9","California","Community water system","200","-","-","3","4","9"
"CA2710851","SALINAS VALLEY STATE PRISON","Region 9","California","Community water system","3,386","-","-","12","2","7"
"CA1210007","DEL ORO WATER CO-FERNDALE","Region 9","California","Community water system","1,998","-","-","6","0","11"
"CA4900653","LONE PINE MUTUAL WATER COMPANY","Region 9","California","Community water system","80","-","-","3","8","2"
"CA0800605","WEST PARK PROPERTIES","Region 9","California","Community water system","112","-","-","2","10","18"
"CA1500443","CANYON MEADOWS MUTUAL WATER","Region 9","California","Community water system","394","-","-","9","11","5"
"CA1910081","LYNWOOD PARK MUTUAL WATER CO.","Region 9","California","Community water system","2,300","-","-","6","9","55"
"CA3310081","PALM SPRINGS CREST","Region 9","California","Community water system","473","-","-","5","2","9"
"CA3310008","MISSION SPRINGS WD","Region 9","California","Community water system","34,626","-","-","42","9","15"
"CA3310078","WEST PALM SPRINGS VILLAGE","Region 9","California","Community water system","713","-","-","5","3","9"
"CA4310021","PURISSIMA HILLS WATER DISTRICT","Region 9","California","Community water system","6,142","-","-","2","4","13"
"CA3301577","CSA 62","Region 9","California","Community water system","700","-","-","5","22","14"
"CA1100444","ORLAND ESTATES MOBILE H.P.","Region 9","California","Community water system","150","-","-","3","2","10"
"CA5510023","SONORA MEADOWS MUTUAL WTR CO","Region 9","California","Community water system","1,123","-","-","3","5","4"
"CA5010017","PATTERSON, CITY OF","Region 9","California","Community water system","21,094","PATTERSON","-","25","4","16"
"CA1500591","SWEET WATER CO-OP","Region 9","California","Community water system","25","-","-","2","12","4"
"CA3010092","IRVINE RANCH WATER DISTRICT","Region 9","California","Community water system","380,000","-","-","95","2","54"
"CA3410023","FRUITRIDGE VISTA WATER COMPANY","Region 9","California","Community water system","15,000","-","-","41","3","14"
"CA3310021","JURUPA COMMUNITY SD","Region 9","California","Community water system","106,907","-","-","71","12","31"
"CA1910153","SOUTH MONTEBELLO IRRIGATION DIST.","Region 9","California","Community water system","9,685","-","-","15","4","14"
"CA3010002","CITY OF BREA","Region 9","California","Community water system","43,328","BREA","-","9","2","16"
"CA3000618","LIBERTY PARK WATER ASSOCIATION","Region 9","California","Community water system","64","-","-","2","3","6"
"CA1000430","COUNTRY VIEW ALZHEIMER CENTER","Region 9","California","Community water system","125","-","-","5","7","8"
"CA4300792","ABORN HEIGHTS WATER MUTUAL ASSOCIATION","Region 9","California","Community water system","45","-","-","3","24","5"
"CA1000238","CAMDEN TRAILER PARK","Region 9","California","Community water system","75","-","-","7","36","10"
"CA1500424","LANDS OF PROMISE MUTUAL WATER ASSOCIATIO","Region 9","California","Community water system","190","-","-","9","48","5"
"CA1500211","STOCKDALE ANNEX MUTUAL WATER","Region 9","California","Community water system","433","-","-","5","14","6"
"CA4910701","U.S. COAST GUARD TRAINING CENTER","Region 9","California","Community water system","1,447","-","-","8","3","4"
"CA0410001","CITY OF BIGGS","Region 9","California","Community water system","1,805","BIGGS","-","13","9","20"
"CA3600009","APPLE VALLEY HEIGHTS CWD","Region 9","California","Community water system","917","-","-","9","8","5"
"CA1502653","BELLA VISTA MUTUAL WATER COMPANY","Region 9","California","Community water system","90","-","-","6","7","4"
"CA3010068","EAST ORANGE COUNTY WD - RZ","Region 9","California","Community water system","3,000","-","-","8","2","20"
"CA1500426","ROSE VILLA APARTMENTS","Region 9","California","Community water system","47","-","-","4","27","5"
"CA5610029","VINEYARD AVENUE ACRES MWC","Region 9","California","Community water system","1,820","-","-","5","2","13"
"CA2700682","PARADISE RD WS #09","Region 9","California","Community water system","250","-","-","7","10","10"
"CA1210016","MCKINLEYVILLE C.S.D.","Region 9","California","Community water system","15,132","-","-","4","2","21"
"CA3700859","RANCHO DEL CAMPO WATER SYSTEM","Region 9","California","Community water system","290","-","-","7","20","12"
"CA3700866","DEL DIOS MUTUAL WATER COMPANY","Region 9","California","Community water system","330","-","-","11","15","18"
"CA3700897","GUATAY MUTUAL BENEFIT CORPORATION","Region 9","California","Community water system","100","-","-","8","16","15"
"CA3700900","LAKE HENSHAW RESORT INC.","Region 9","California","Community water system","300","-","-","3","9","12"
"CA3700918","RANCHO SANTA TERESA MW CO.","Region 9","California","Community water system","95","-","-","5","32","11"
"CA3700922","LIVE OAK SPRINGS WATER COMPANY","Region 9","California","Community water system","300","-","-","11","24","10"
"CA3700924","LAKE MORENA VIEWS MW CO.","Region 9","California","Community water system","360","-","-","10","16","14"
"CA3700933","PALOMAR MOUNTAIN MUTUAL WATER CO.","Region 9","California","Community water system","70","-","-","11","15","14"
"CA2702588","CANADA WOODS WC","Region 9","California","Community water system","432","-","-","43","4","4"
"CA1500554","EAST INYOKERN MUTUAL WATER","Region 9","California","Community water system","87","-","-","5","12","4"
"CA3310026","NUEVO WATER COMPANY","Region 9","California","Community water system","6,000","-","-","23","4","7"
"CA0310018","FIRST MACE MEADOWS UNIT NO. 2","Region 9","California","Community water system","200","-","-","8","2","11"
"CA1510019","SHAFTER, CITY OF","Region 9","California","Community water system","19,100","SHAFTER","-","26","20","12"
"CA2310010","HOPLAND PUBLIC UTILITY DISTRICT","Region 9","California","Community water system","1,038","-","-","7","15","6"
"CA2300605","RIVER ESTATES MUTUAL WATER COMPANY","Region 9","California","Community water system","250","-","-","11","4","4"
"CA2300507","CALPELLA COUNTY WATER DISTRICT","Region 9","California","Community water system","548","-","-","4","4","4"
"CA1910130","QUARTZ HILL WATER DIST.","Region 9","California","Community water system","20,352","-","-","27","2","29"
"CA1503475","WESTERN ACRES MUTUAL WATER COMPANY","Region 9","California","Community water system","310","-","-","9","10","4"
"CA2010800","CENTRAL CA WOMENS FACILITY","Region 9","California","Community water system","2,800","-","-","7","0","7"
"CA0710011","CCWD/BRENTWOOD WTP","Region 9","California","Community water system","1","-","-","8","0","1"
"CA0710010","RANDALL-BOLD WATER TREATMENT PLANT","Region 9","California","Community water system","1","-","-","10","0","9"
"CA0710003","CONTRA COSTA WATER DISTRICT","Region 9","California","Community water system","198,000","-","-","28","2","23"
"CA1910006","SO. CAL. EDISON CO.-SANTA CATALINA","Region 9","California","Community water system","4,096","-","-","65","1","39"
"CA4910027","SONOMA STATE UNIVERSITY","Region 9","California","Community water system","10,386","-","-","7","11","5"
"CA1910128","COVINA IRRIGATING CO.","Region 9","California","Community water system","345,184","-","-","28","1","33"
"CA3110009","MEADOW VISTA CWD","Region 9","California","Community water system","3,640","-","-","3","0","16"
"CA2110006","NORTH MARIN WD - PT. REYES","Region 9","California","Community water system","1,700","-","-","8","1","11"
"CA2110003","NORTH MARIN WATER DISTRICT","Region 9","California","Community water system","61,500","-","-","6","1","39"
"CA3810008","THOMAS SHAFT WHOLESALE","Region 9","California","Community water system","1","-","-","3","0","3"
"CA3810702","TREASURE ISLAND","Region 9","California","Community water system","2,400","-","-","2","3","8"
"CA3810011","SFPUC CITY DISTRIBUTION DIVISION","Region 9","California","Community water system","837,442","-","-","10","0","6"
"CA4900855","WEST FIELD COMMUNITY","Region 9","California","Community water system","75","-","-","3","20","3"
"CA4900794","SUNSET PARK COMMUNITY","Region 9","California","Community water system","180","-","-","5","3","3"
"CA1500209","ALTA SIERRA MUTUAL WATER CO.","Region 9","California","Community water system","98","-","-","6","3","5"
"CA5410014","TIPTON COMMUNITY SERVICES DIST","Region 9","California","Community water system","1,792","-","-","9","5","6"
"CA1500578","LONG CANYON WATER COMPANY CORP.","Region 9","California","Community water system","187","-","-","4","35","6"
"CA5602117","STRICKLAND ACRES","Region 9","California","Community water system","500","-","-","5","39","8"
"CA3310016","HEMET, CITY OF","Region 9","California","Community water system","20,212","HEMET","-","44","30","7"
"CA0400012","FARM LABOR HOUSING","Region 9","California","Community water system","460","-","-","7","5","9"
"CA0400013","MERRY MOUNTAIN MUTUAL","Region 9","California","Community water system","100","-","-","6","15","10"
"CA0400014","LAKE MADRONE WATER DISTRICT","Region 9","California","Community water system","297","-","-","4","27","11"
"CA0400019","OROVILLE MOBILE HOME PARK","Region 9","California","Community water system","74","-","-","3","9","11"
"CA0400020","PLEASANT GROVE MHP","Region 9","California","Community water system","327","-","-","3","14","12"
"CA0400023","GOLDEN OAKS MOBILE ESTATES","Region 9","California","Community water system","34","-","-","3","9","9"
"CA0400026","MEADOWBROOK OAKS","Region 9","California","Community water system","50","-","-","3","14","6"
"CA0400027","FOOTHILL MOBILE HOME PARK","Region 9","California","Community water system","180","-","-","8","51","10"
"CA0400028","BIG BEND MOBILE HOME PARK","Region 9","California","Community water system","85","-","-","4","15","13"
"CA0400030","GOLDEN FEATHER MHP","Region 9","California","Community water system","275","-","-","4","21","13"
"CA0400036","MOUNTAIN VIEW MOBILE ACRES MHP LLC","Region 9","California","Community water system","230","-","-","2","11","7"
"CA0400040","ALMOND GROVE MOBILE PARK","Region 9","California","Community water system","250","-","-","4","10","9"
"CA0400041","FOREST RANCH MOBILE PARK","Region 9","California","Community water system","25","-","-","3","18","11"
"CA1500231","VICTORY MUTUAL WATER COMPANY","Region 9","California","Community water system","740","-","-","5","11","5"
"CA0110016","ALAMEDA POINT","Region 9","California","Community water system","750","-","-","2","0","3"
"CA0110005","EAST BAY MUD","Region 9","California","Community water system","1,379,000","-","-","19","5","90"
"CA0910013","GEORGETOWN DIVIDE PUD","Region 9","California","Community water system","9,261","-","-","7","0","14"
"CA5301012","TRINITY RIVER LODGE","Region 9","California","Community water system","40","-","-","6","5","11"
